Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months
LUM-1600,44,Female,Tokyo,91600.0,3534.02,98.17,36,Skincare,0.4,25,37
LUM-1601,25,Male,Los Angeles,50300.0,1808.66,150.72,12,Skincare,0.37,18,55
LUM-1602,45,Female,Paris,112300.0,4101.47,91.14,45,Haircare,0.7,6,37
LUM-1603,50,Female,Paris,63100.0,2922.44,224.8,13,Makeup,0.36,42,39
LUM-1604,40,Female,Tokyo,89100.0,4098.55,95.32,43,Fragrance,0.2,91,50
LUM-1605,56,Male,New York,79000.0,3512.94,195.16,18,Haircare,0.13,16,22
LUM-1606,27,Female,Paris,124400.0,4852.38,101.09,48,Makeup,0.43,9,15
LUM-1607,22,Female,London,110600.0,4102.92,195.38,21,Makeup,0.07,28,13
LUM-1608,18,Female,Tokyo,82200.0,3646.53,227.91,16,Haircare,0.52,55,47
LUM-1609,52,Female,Paris,22000.0,985.42,140.77,7,Haircare,0.61,1,21
LUM-1610,43,Female,Dubai,62800.0,2293.31,163.81,14,Makeup,0.24,34,30
LUM-1611,35,Male,Milan,109600.0,4243.46,146.33,29,Makeup,0.41,31,40
LUM-1612,39,Female,London,94800.0,3207.82,133.66,24,Makeup,0.14,13,58
LUM-1613,23,Female,Milan,32400.0,1219.58,203.26,6,Haircare,0.21,21,47
LUM-1614,62,Female,Milan,22000.0,1835.8,122.39,15,Makeup,0.57,9,6
LUM-1615,37,Male,Paris,91800.0,3242.96,202.68,16,Skincare,0.31,54,59
LUM-1616,37,Female,London,48000.0,1823.56,113.97,16,Haircare,0.5,35,56
LUM-1617,43,Non-Binary,London,51400.0,2320.55,122.13,19,Skincare,0.3,26,39
LUM-1618,41,Female,New York,108500.0,4334.67,135.46,32,Bath & Body,0.19,17,21
LUM-1619,38,Female,Milan,127100.0,4878.11,180.67,27,Haircare,0.33,12,39
LUM-1620,27,Female,London,58700.0,1953.49,162.79,12,Bath & Body,0.38,60,55
LUM-1621,41,Female,New York,83400.0,3673.55,204.09,18,Makeup,0.49,21,16
LUM-1622,56,Female,Tokyo,82400.0,3251.08,116.11,28,Makeup,0.28,24,33
LUM-1623,50,Female,New York,79300.0,3641.63,80.93,45,Fragrance,0.43,25,30
LUM-1624,53,Female,Dubai,86400.0,3330.55,208.16,16,Makeup,0.26,20,38
LUM-1625,30,Male,Los Angeles,111500.0,4697.25,223.68,21,Bath & Body,0.51,10,46
LUM-1626,25,Female,Paris,61400.0,3037.83,89.35,34,Makeup,0.38,4,40
LUM-1627,34,Male,Tokyo,31600.0,1465.92,183.24,8,Haircare,0.28,3,21
LUM-1628,36,Female,Los Angeles,144200.0,5811.14,145.28,40,Makeup,0.12,49,44
LUM-1629,48,Female,Los Angeles,123100.0,4409.94,210.0,21,Fragrance,0.37,8,3
LUM-1630,18,Female,Tokyo,46400.0,2203.11,220.31,10,Makeup,0.37,2,25
LUM-1631,52,Female,Dubai,89700.0,4006.17,222.56,18,Bath & Body,0.25,55,57
LUM-1632,34,Female,New York,120400.0,4869.55,211.72,23,Bath & Body,0.26,5,30
LUM-1633,31,Female,Paris,111200.0,5113.87,124.73,41,Makeup,0.17,34,50
LUM-1634,24,Female,New York,101200.0,4214.31,221.81,19,Bath & Body,0.26,14,6
LUM-1635,18,Female,London,79000.0,3155.42,175.3,18,Bath & Body,0.65,4,43
LUM-1636,45,Female,New York,145500.0,6444.77,134.27,48,Fragrance,0.27,18,20
LUM-1637,36,Male,Tokyo,92700.0,4234.61,156.84,27,Haircare,0.25,1,51
LUM-1638,21,Male,Paris,67000.0,2364.13,236.41,10,Fragrance,0.06,64,49
LUM-1639,21,Male,New York,115500.0,4307.25,226.7,19,Skincare,0.22,25,53
LUM-1640,32,Male,Paris,88400.0,3282.55,96.55,34,Fragrance,0.21,5,41
LUM-1641,54,Female,Paris,97200.0,4095.69,204.78,20,Makeup,0.43,9,27
LUM-1642,33,Female,London,92100.0,3894.85,216.38,18,Haircare,0.26,20,20
LUM-1643,19,Male,London,102400.0,4253.04,125.09,34,Makeup,0.19,7,8
LUM-1644,33,Female,Tokyo,50800.0,1789.03,162.64,11,Skincare,0.35,10,21
LUM-1645,33,Female,Dubai,34200.0,1505.57,215.08,7,Haircare,0.52,26,55
LUM-1646,18,Female,Los Angeles,135200.0,5187.21,152.56,34,Bath & Body,0.07,62,14
LUM-1647,35,Female,Paris,93700.0,3232.92,97.97,33,Fragrance,0.13,17,27
LUM-1648,33,Female,Dubai,112000.0,4158.45,198.02,21,Makeup,0.27,44,37
LUM-1649,43,Male,Los Angeles,23400.0,1725.93,246.56,7,Skincare,0.15,73,3
LUM-1650,56,Female,Los Angeles,122300.0,4314.28,187.58,23,Bath & Body,0.13,8,7
LUM-1651,48,Female,Tokyo,66700.0,3271.08,218.07,15,Fragrance,0.15,57,3
LUM-1652,33,Non-Binary,Los Angeles,56800.0,2815.34,140.77,20,Bath & Body,0.16,49,10
LUM-1653,23,Female,Los Angeles,82800.0,3310.78,110.36,30,Fragrance,0.46,15,41
LUM-1654,64,Female,Paris,50800.0,2083.34,189.39,11,Haircare,0.09,159,49
LUM-1655,36,Female,Paris,84900.0,3721.05,137.82,27,Bath & Body,0.34,10,45
LUM-1656,36,Male,Milan,80200.0,3070.68,219.33,14,Bath & Body,0.14,10,20
LUM-1657,35,Male,Dubai,122100.0,4552.1,101.16,45,Bath & Body,0.24,51,48
LUM-1658,38,Female,New York,138000.0,5322.84,152.08,35,Haircare,0.25,19,11
LUM-1659,34,Male,London,136900.0,4652.43,145.39,32,Skincare,0.17,14,7
LUM-1660,29,Female,New York,22000.0,835.01,278.34,3,Fragrance,0.37,6,57
LUM-1661,29,Male,Dubai,52300.0,2235.8,106.47,21,Bath & Body,0.49,50,6
LUM-1662,35,Male,London,22000.0,1412.71,83.1,17,Haircare,0.06,54,46
LUM-1663,30,Male,New York,43200.0,1771.53,118.1,15,Skincare,0.19,29,31
LUM-1664,28,Female,Milan,62300.0,2621.22,218.43,12,Fragrance,0.8,110,3
LUM-1665,37,Non-Binary,London,99400.0,3494.96,116.5,30,Haircare,0.13,13,32
LUM-1666,33,Male,Paris,66800.0,3117.75,119.91,26,Fragrance,0.05,8,58
LUM-1667,52,Female,New York,67800.0,2939.02,101.35,29,Bath & Body,0.57,39,47
LUM-1668,18,Male,London,91400.0,3791.56,199.56,19,Skincare,0.17,49,3
LUM-1669,48,Female,Milan,25200.0,1528.48,89.91,17,Haircare,0.22,8,5
LUM-1670,49,Male,Los Angeles,55600.0,2469.44,137.19,18,Skincare,0.05,2,24
LUM-1671,18,Female,London,67400.0,2713.87,129.23,21,Bath & Body,0.27,58,10
LUM-1672,32,Female,London,77900.0,3565.4,178.27,20,Skincare,0.23,131,58
LUM-1673,31,Female,Milan,87700.0,3616.56,200.92,18,Skincare,0.38,36,20
LUM-1674,20,Female,Los Angeles,137500.0,5262.78,169.77,31,Makeup,0.01,11,27
LUM-1675,27,Female,New York,116800.0,4585.4,241.34,19,Skincare,0.1,180,50
LUM-1676,23,Female,Tokyo,58100.0,2524.51,252.45,10,Fragrance,0.19,78,54
LUM-1677,55,Female,New York,75900.0,3103.77,141.08,22,Haircare,0.43,25,22
LUM-1678,46,Female,Los Angeles,73500.0,3206.33,213.76,15,Makeup,0.3,61,33
LUM-1679,49,Female,Dubai,67000.0,2564.24,213.69,12,Haircare,0.14,59,32
LUM-1680,43,Female,Milan,94500.0,3548.66,236.58,15,Haircare,0.3,95,18
LUM-1681,23,Female,New York,22000.0,1437.78,159.75,9,Bath & Body,0.54,64,4
LUM-1682,30,Male,London,115800.0,4509.43,173.44,26,Bath & Body,0.28,36,19
LUM-1683,41,Female,Milan,144300.0,5841.92,149.79,39,Makeup,0.19,32,12
LUM-1684,22,Male,Paris,75600.0,3268.66,217.91,15,Bath & Body,0.66,22,9
LUM-1685,43,Male,Los Angeles,74900.0,2955.71,118.23,25,Bath & Body,0.26,34,44
LUM-1686,33,Female,New York,90500.0,3840.03,120.0,32,Bath & Body,0.24,55,53
LUM-1687,31,Female,Milan,120700.0,5083.66,145.25,35,Haircare,0.08,121,54
LUM-1688,43,Male,New York,73600.0,3210.09,118.89,27,Makeup,0.28,22,11
LUM-1689,40,Female,Milan,117700.0,4819.18,178.49,27,Haircare,0.38,29,56
LUM-1690,32,Female,London,102100.0,4021.97,103.13,39,Fragrance,0.33,20,19
LUM-1691,48,Female,Paris,167700.0,6667.41,138.9,48,Haircare,0.12,38,11
LUM-1692,24,Male,Paris,73500.0,2898.29,241.52,12,Fragrance,0.38,34,11
LUM-1693,42,Female,Dubai,22000.0,1371.56,152.4,9,Skincare,0.27,1,39
LUM-1694,42,Female,Milan,34800.0,2488.85,207.4,12,Skincare,0.32,27,26
LUM-1695,32,Non-Binary,New York,85400.0,3650.66,98.67,37,Fragrance,0.41,3,41
LUM-1696,39,Male,Paris,121000.0,4608.79,121.28,38,Fragrance,0.19,1,13
LUM-1697,22,Female,Los Angeles,62200.0,2550.01,212.5,12,Haircare,0.24,54,10
LUM-1698,46,Female,Paris,76900.0,3170.1,211.34,15,Fragrance,0.3,10,27
LUM-1699,33,Male,Tokyo,109000.0,4570.37,147.43,31,Makeup,0.27,14,48
LUM-1700,30,Female,Tokyo,51200.0,2335.73,233.57,10,Skincare,0.11,2,4
LUM-1701,47,Female,Paris,63600.0,2531.44,230.13,11,Skincare,0.27,6,12
LUM-1702,28,Female,Milan,44100.0,1848.41,231.05,8,Fragrance,0.19,50,55
LUM-1703,20,Male,Dubai,126200.0,4962.61,155.08,32,Bath & Body,0.2,23,26
LUM-1704,18,Female,Paris,139000.0,5377.72,114.42,47,Bath & Body,0.08,74,50
LUM-1705,42,Male,London,29700.0,1675.99,186.22,9,Fragrance,0.08,17,18
LUM-1706,21,Male,New York,80000.0,3575.25,198.62,18,Makeup,0.16,10,21
LUM-1707,55,Female,Dubai,134300.0,6018.71,125.39,48,Bath & Body,0.12,14,33
LUM-1708,18,Female,London,99000.0,3526.39,207.43,17,Fragrance,0.24,43,13
LUM-1709,54,Female,Dubai,67900.0,3082.56,83.31,37,Makeup,0.36,28,8
LUM-1710,38,Female,London,30900.0,1610.99,161.1,10,Makeup,0.03,82,8
LUM-1711,34,Female,New York,125400.0,4335.63,135.49,32,Haircare,0.08,32,34
LUM-1712,30,Male,New York,97600.0,4290.86,204.33,21,Makeup,0.12,23,41
LUM-1713,40,Female,Tokyo,33400.0,1795.35,138.1,13,Bath & Body,0.23,53,50
LUM-1714,35,Male,Milan,126600.0,5170.94,224.82,23,Bath & Body,0.52,103,15
LUM-1715,48,Female,London,29000.0,1005.17,167.53,6,Fragrance,0.27,15,5
LUM-1716,37,Female,Tokyo,77300.0,3139.37,209.29,15,Fragrance,0.09,10,58
LUM-1717,37,Female,London,75700.0,2825.74,256.89,11,Makeup,0.46,33,58
LUM-1718,32,Female,Tokyo,141600.0,6104.93,196.93,31,Skincare,0.22,24,43
LUM-1719,35,Female,New York,75900.0,3499.87,249.99,14,Haircare,0.2,158,58
LUM-1720,39,Female,Dubai,75700.0,2945.21,84.15,35,Skincare,0.31,21,37
LUM-1721,18,Female,Los Angeles,37300.0,1344.51,134.45,10,Makeup,0.69,2,40
LUM-1722,21,Female,Tokyo,62600.0,2749.22,98.19,28,Makeup,0.19,132,59
LUM-1723,44,Female,London,56400.0,2801.73,127.35,22,Skincare,0.08,64,19
LUM-1724,37,Female,London,58200.0,2016.48,224.05,9,Haircare,0.32,6,5
LUM-1725,33,Female,Los Angeles,85200.0,3202.47,86.55,37,Skincare,0.31,82,36
LUM-1726,36,Non-Binary,Milan,22000.0,938.32,156.39,6,Fragrance,0.14,14,14
LUM-1727,39,Female,New York,32100.0,1883.58,171.23,11,Bath & Body,0.53,16,26
LUM-1728,30,Male,London,81100.0,3227.55,179.31,18,Fragrance,0.14,82,8
LUM-1729,27,Female,Paris,89200.0,3523.62,160.16,22,Bath & Body,0.33,26,44
LUM-1730,38,Female,Dubai,76800.0,3240.4,216.03,15,Makeup,0.1,5,13
LUM-1731,25,Female,Tokyo,83600.0,3162.52,102.02,31,Haircare,0.36,16,50
LUM-1732,40,Female,Milan,70700.0,2541.39,133.76,19,Skincare,0.83,44,29
LUM-1733,18,Female,Los Angeles,84400.0,3864.91,184.04,21,Haircare,0.08,6,50
LUM-1734,47,Female,Dubai,100200.0,4445.75,193.29,23,Skincare,0.45,31,26
LUM-1735,41,Female,New York,99900.0,4050.37,150.01,27,Fragrance,0.35,41,20
LUM-1736,38,Female,Milan,60900.0,2707.15,225.6,12,Fragrance,0.27,14,29
LUM-1737,46,Female,Tokyo,117000.0,4973.3,150.71,33,Skincare,0.67,41,56
LUM-1738,54,Non-Binary,Tokyo,90500.0,3714.5,148.58,25,Haircare,0.29,75,57
LUM-1739,47,Female,Los Angeles,128100.0,4857.78,101.2,48,Skincare,0.19,22,58
LUM-1740,18,Female,Paris,135200.0,5243.8,174.79,30,Makeup,0.29,16,43
LUM-1741,21,Female,Los Angeles,34500.0,2125.45,193.22,11,Fragrance,0.21,10,23
LUM-1742,29,Female,New York,54900.0,2437.5,97.5,25,Makeup,0.41,32,53
LUM-1743,36,Female,Milan,113500.0,4271.69,133.49,32,Fragrance,0.27,74,36
LUM-1744,41,Female,Milan,26700.0,1478.6,211.23,7,Fragrance,0.07,13,58
LUM-1745,28,Female,London,134700.0,5411.37,142.4,38,Bath & Body,0.23,17,35
LUM-1746,38,Female,Paris,73000.0,3215.88,119.11,27,Makeup,0.22,18,50
LUM-1747,27,Female,Paris,105100.0,4344.35,197.47,22,Makeup,0.09,28,56
LUM-1748,29,Female,Milan,80900.0,3083.5,114.2,27,Bath & Body,0.56,9,20
LUM-1749,20,Female,Milan,36300.0,2001.53,222.39,9,Haircare,0.22,60,5
LUM-1750,25,Female,Dubai,121900.0,4775.04,99.48,48,Makeup,0.36,12,26
LUM-1751,21,Female,Dubai,178362.5,6631.96,200.97,33,Skincare,0.57,42,3
LUM-1752,25,Male,Dubai,67000.0,3073.65,161.77,19,Bath & Body,0.1,25,8
LUM-1753,47,Female,Paris,73700.0,2943.41,226.42,13,Makeup,0.26,30,21
LUM-1754,25,Female,London,22000.0,797.71,99.71,8,Haircare,0.24,6,24
LUM-1755,64,Female,Tokyo,132300.0,4830.32,193.21,25,Makeup,0.29,46,53
LUM-1756,41,Male,Dubai,116900.0,4537.01,174.5,26,Fragrance,0.18,7,45
LUM-1757,38,Female,London,24300.0,1523.99,169.33,9,Skincare,0.31,4,10
LUM-1758,26,Female,Los Angeles,22000.0,1010.78,168.46,6,Bath & Body,0.46,27,7
LUM-1759,43,Female,New York,22000.0,1197.8,199.63,6,Fragrance,0.29,43,54
LUM-1760,29,Female,Dubai,107600.0,3901.02,243.81,16,Haircare,0.3,1,11
LUM-1761,37,Female,Los Angeles,111100.0,4683.11,97.56,48,Fragrance,0.45,2,49
LUM-1762,64,Female,Tokyo,52700.0,2859.7,84.11,34,Fragrance,0.24,56,23
LUM-1763,34,Male,New York,102500.0,4570.28,217.63,21,Haircare,0.18,57,30
LUM-1764,48,Female,New York,90600.0,3960.49,99.01,40,Fragrance,0.45,9,48
LUM-1765,28,Female,Tokyo,72100.0,3282.25,252.48,13,Bath & Body,0.22,33,6
LUM-1766,35,Non-Binary,Dubai,119000.0,4043.44,183.79,22,Makeup,0.21,20,58
LUM-1767,55,Female,Paris,42800.0,2051.15,186.47,11,Fragrance,0.17,35,26
LUM-1768,29,Female,Tokyo,125200.0,4733.17,112.69,42,Bath & Body,0.13,69,10
LUM-1769,55,Female,Tokyo,59500.0,2846.64,118.61,24,Makeup,0.08,2,54
LUM-1770,43,Female,Tokyo,147400.0,4897.72,195.91,25,Makeup,0.16,52,19
LUM-1771,29,Female,New York,49800.0,2300.89,230.09,10,Fragrance,0.37,23,36
LUM-1772,42,Male,London,72700.0,2980.17,248.35,12,Bath & Body,0.21,29,22
LUM-1773,46,Female,Los Angeles,87100.0,3884.03,114.24,34,Fragrance,0.19,37,18
LUM-1774,42,Female,Paris,86800.0,4002.4,102.63,39,Haircare,0.04,89,12
LUM-1775,18,Female,Dubai,102200.0,3798.35,90.44,42,Makeup,0.09,2,36
LUM-1776,28,Male,Dubai,40000.0,1634.89,233.56,7,Fragrance,0.09,1,45
LUM-1777,33,Non-Binary,Los Angeles,83700.0,3498.65,129.58,27,Makeup,0.43,6,12
LUM-1778,35,Male,London,89800.0,4163.13,86.73,48,Bath & Body,0.37,150,32
LUM-1779,42,Female,Tokyo,66500.0,2845.54,118.56,24,Skincare,0.22,43,32
LUM-1780,37,Female,Paris,99100.0,3584.75,137.88,26,Fragrance,0.17,33,53
LUM-1781,21,Female,Dubai,37900.0,1644.74,234.96,7,Fragrance,0.6,1,27
LUM-1782,40,Female,Los Angeles,73600.0,3136.8,165.09,19,Makeup,0.18,73,59
LUM-1783,42,Female,Milan,58600.0,2623.06,114.05,23,Bath & Body,0.34,58,48
LUM-1784,42,Female,Los Angeles,73700.0,2868.27,136.58,21,Haircare,0.02,38,45
LUM-1785,47,Female,Dubai,135600.0,5058.26,136.71,37,Bath & Body,0.51,14,43
LUM-1786,45,Female,Tokyo,136300.0,4976.03,103.67,48,Fragrance,0.08,2,9
LUM-1787,41,Female,Milan,129500.0,5374.85,111.98,48,Haircare,0.09,30,49
LUM-1788,35,Female,London,68800.0,2657.57,204.43,13,Bath & Body,0.31,44,22
LUM-1789,18,Female,Paris,116800.0,4448.56,101.1,44,Skincare,0.4,3,19
LUM-1790,40,Female,London,88900.0,3463.52,119.43,29,Makeup,0.66,35,5
LUM-1791,38,Female,London,86600.0,3049.21,138.6,22,Bath & Body,0.18,11,49
LUM-1792,38,Male,Los Angeles,82300.0,3121.48,208.1,15,Bath & Body,0.42,50,48
LUM-1793,21,Female,Paris,146500.0,5995.94,181.7,33,Skincare,0.14,27,42
LUM-1794,24,Female,Paris,132800.0,4785.21,199.38,24,Fragrance,0.36,4,38
LUM-1795,47,Female,Dubai,111100.0,4099.41,178.24,23,Makeup,0.57,26,28
LUM-1796,35,Male,Dubai,79000.0,2865.24,191.02,15,Bath & Body,0.39,17,12
LUM-1797,43,Female,Paris,86400.0,3496.82,81.32,43,Haircare,0.46,6,36
LUM-1798,36,Female,Milan,103600.0,4691.64,234.58,20,Bath & Body,0.18,64,16
LUM-1799,36,Female,New York,66700.0,2794.69,99.81,28,Makeup,0.2,1,10
LUM-1800,46,Female,Dubai,117800.0,4643.03,149.78,31,Bath & Body,0.2,13,57
LUM-1801,30,Female,New York,52800.0,2109.37,210.94,10,Skincare,0.27,1,29
LUM-1802,37,Female,Los Angeles,98700.0,3936.01,151.39,26,Bath & Body,0.61,3,12
LUM-1803,30,Male,Milan,22000.0,1638.72,234.1,7,Bath & Body,0.08,12,59
LUM-1804,31,Female,Paris,65700.0,2842.37,157.91,18,Haircare,0.12,1,52
LUM-1805,32,Male,Milan,157700.0,6659.03,229.62,29,Skincare,0.46,31,17
LUM-1806,38,Male,Dubai,121300.0,5123.34,213.47,24,Skincare,0.34,3,39
LUM-1807,30,Female,London,138700.0,5328.61,242.21,22,Bath & Body,0.52,42,24
LUM-1808,49,Male,Los Angeles,61600.0,2624.26,238.57,11,Haircare,0.09,1,47
LUM-1809,26,Female,Paris,88600.0,4090.28,227.24,18,Bath & Body,0.21,2,52
LUM-1810,33,Female,Tokyo,129900.0,5087.7,203.51,25,Bath & Body,0.07,12,33
LUM-1811,31,Female,Los Angeles,107200.0,4674.68,141.66,33,Makeup,0.23,79,4
LUM-1812,51,Female,New York,102800.0,4698.87,97.89,48,Makeup,0.34,35,47
LUM-1813,38,Female,Milan,142100.0,5412.23,200.45,27,Haircare,0.28,51,33
LUM-1814,47,Female,Paris,48600.0,2306.59,256.29,9,Fragrance,0.15,5,16
LUM-1815,19,Female,Los Angeles,78600.0,3545.0,208.53,17,Makeup,0.35,62,12
LUM-1816,38,Female,Milan,23600.0,1556.25,222.32,7,Fragrance,0.17,1,32
LUM-1817,45,Female,Paris,46700.0,2362.65,214.79,11,Skincare,0.43,8,38
LUM-1818,36,Female,Dubai,122600.0,4390.96,107.1,41,Makeup,0.71,33,49
LUM-1819,47,Female,Los Angeles,52900.0,2096.97,123.35,17,Makeup,0.48,16,42
LUM-1820,30,Female,Dubai,110700.0,4225.92,136.32,31,Haircare,0.58,145,17
LUM-1821,51,Male,Los Angeles,143000.0,5869.33,122.28,48,Fragrance,0.33,1,16
LUM-1822,61,Female,Dubai,78800.0,2887.39,180.46,16,Makeup,0.36,180,33
LUM-1823,32,Male,Milan,103200.0,4568.97,240.47,19,Makeup,0.23,34,31
LUM-1824,31,Female,Tokyo,111000.0,4618.95,209.95,22,Haircare,0.26,28,29
LUM-1825,51,Female,Los Angeles,42200.0,2323.27,154.88,15,Haircare,0.24,2,23
LUM-1826,53,Female,Los Angeles,63400.0,2440.14,81.34,30,Fragrance,0.45,11,11
LUM-1827,30,Female,Dubai,49900.0,2268.19,133.42,17,Skincare,0.23,90,22
LUM-1828,31,Female,Paris,66200.0,2906.68,170.98,17,Skincare,0.12,15,37
LUM-1829,32,Male,Los Angeles,110100.0,4429.99,134.24,33,Bath & Body,0.22,37,17
LUM-1830,21,Female,Dubai,64200.0,2835.7,97.78,29,Makeup,0.27,180,26
LUM-1831,25,Male,London,83800.0,3350.04,152.27,22,Fragrance,0.75,10,51
LUM-1832,24,Male,Dubai,48500.0,2238.06,124.34,18,Makeup,0.21,30,59
LUM-1833,27,Male,Milan,127900.0,5286.57,229.85,23,Fragrance,0.19,41,18
LUM-1834,35,Male,Tokyo,65900.0,2456.55,98.26,25,Fragrance,0.62,6,38
LUM-1835,38,Female,London,138300.0,5804.62,120.93,48,Fragrance,0.15,5,13
LUM-1836,53,Female,Milan,87100.0,3843.07,80.06,48,Makeup,0.16,21,59
LUM-1837,25,Female,Milan,35800.0,1463.44,133.04,11,Haircare,0.47,17,10
LUM-1838,46,Female,Milan,79000.0,3380.15,187.79,18,Makeup,0.17,43,5
LUM-1839,33,Female,Paris,47800.0,2443.45,203.62,12,Fragrance,0.45,2,21
LUM-1840,35,Female,Milan,105600.0,3825.41,159.39,24,Bath & Body,0.3,125,48
LUM-1841,43,Female,Paris,75900.0,3169.09,198.07,16,Skincare,0.23,1,43
LUM-1842,23,Female,Milan,90700.0,3650.95,140.42,26,Fragrance,0.56,32,5
LUM-1843,40,Female,New York,72100.0,2829.83,188.66,15,Bath & Body,0.18,28,38
LUM-1844,37,Female,London,65600.0,2823.71,88.24,32,Haircare,0.43,5,27
LUM-1845,41,Female,New York,50900.0,2101.41,150.1,14,Fragrance,0.05,5,38
LUM-1846,39,Male,Milan,114300.0,4912.79,213.6,23,Bath & Body,0.23,55,13
LUM-1847,63,Female,London,78900.0,3073.51,219.54,14,Fragrance,0.16,76,53
LUM-1848,28,Female,London,74000.0,3327.59,207.97,16,Makeup,0.38,11,18
LUM-1849,30,Female,Los Angeles,78100.0,2736.88,114.04,24,Bath & Body,0.17,20,57
LUM-1850,29,Female,Tokyo,61200.0,2593.46,123.5,21,Makeup,0.16,15,56
LUM-1851,29,Female,New York,74100.0,3097.19,258.1,12,Makeup,0.15,2,19
LUM-1852,28,Female,Tokyo,92200.0,3668.71,96.54,38,Bath & Body,0.1,39,44
LUM-1853,49,Female,London,48800.0,2089.1,109.95,19,Skincare,0.06,61,26
LUM-1854,51,Female,Paris,53900.0,2186.25,104.11,21,Bath & Body,0.13,12,19
LUM-1855,29,Female,London,133200.0,5388.36,134.71,40,Skincare,0.37,161,50
LUM-1856,26,Female,Tokyo,72300.0,3330.34,114.84,29,Fragrance,0.24,2,22
LUM-1857,41,Female,New York,65700.0,2774.85,163.23,17,Fragrance,0.62,37,24
LUM-1858,29,Female,Milan,38000.0,1501.01,166.78,9,Bath & Body,0.17,20,8
LUM-1859,42,Female,Los Angeles,114800.0,5056.18,229.83,22,Fragrance,0.36,20,9
LUM-1860,38,Non-Binary,Los Angeles,48000.0,1916.06,87.09,22,Haircare,0.12,21,16
LUM-1861,19,Female,Los Angeles,84500.0,3019.67,137.26,22,Makeup,0.68,10,13
LUM-1862,53,Female,Milan,25200.0,778.21,194.55,4,Makeup,0.22,44,14
LUM-1863,55,Female,Los Angeles,113600.0,4505.84,180.23,25,Skincare,0.1,44,48
LUM-1864,29,Female,New York,126200.0,4851.78,161.73,30,Fragrance,0.22,11,7
LUM-1865,31,Female,Milan,102000.0,4379.29,218.96,20,Skincare,0.29,63,7
LUM-1866,39,Female,Los Angeles,31300.0,1778.83,88.94,20,Makeup,0.42,13,22
LUM-1867,39,Non-Binary,Milan,114400.0,4591.06,218.62,21,Makeup,0.4,45,56
LUM-1868,43,Female,Tokyo,56000.0,2378.59,169.9,14,Fragrance,0.03,4,57
LUM-1869,58,Female,New York,44000.0,2372.99,103.17,23,Haircare,0.75,6,17
LUM-1870,34,Female,Dubai,71600.0,3566.22,237.75,15,Haircare,0.12,13,28
LUM-1871,27,Female,Paris,70900.0,3284.19,193.19,17,Fragrance,0.32,31,35
LUM-1872,20,Female,Los Angeles,67300.0,2716.44,108.66,25,Fragrance,0.57,36,59
LUM-1873,27,Female,Paris,129600.0,5270.47,109.8,48,Skincare,0.12,17,32
LUM-1874,35,Male,Milan,155400.0,5818.37,121.22,48,Fragrance,0.48,2,26
LUM-1875,55,Female,Paris,37100.0,1466.98,183.37,8,Haircare,0.38,16,25
LUM-1876,30,Female,New York,60900.0,2361.79,112.47,21,Fragrance,0.27,40,11
LUM-1877,38,Male,New York,90000.0,3542.55,118.08,30,Skincare,0.26,38,5
LUM-1878,35,Female,London,71400.0,3030.19,84.17,36,Skincare,0.13,6,38
LUM-1879,49,Non-Binary,Los Angeles,99000.0,4583.17,199.27,23,Skincare,0.11,1,50
LUM-1880,63,Female,London,117100.0,4333.99,216.7,20,Skincare,0.47,48,9
LUM-1881,30,Male,Paris,111200.0,4789.05,217.68,22,Bath & Body,0.08,3,24
LUM-1882,30,Female,Dubai,106300.0,4125.32,100.62,41,Fragrance,0.11,3,16
LUM-1883,47,Male,London,143100.0,4903.58,233.5,21,Makeup,0.39,1,50
LUM-1884,43,Non-Binary,London,29400.0,1377.28,196.75,7,Fragrance,0.06,19,31
LUM-1885,56,Female,New York,136800.0,5641.01,235.04,24,Bath & Body,0.29,24,52
LUM-1886,42,Non-Binary,Dubai,70500.0,3070.9,153.55,20,Skincare,0.22,35,18
LUM-1887,32,Female,Milan,112500.0,4558.84,151.96,30,Bath & Body,0.19,12,50
LUM-1888,42,Female,Paris,49000.0,2613.55,217.8,12,Haircare,0.41,43,36
LUM-1889,48,Female,London,53200.0,2051.1,97.67,21,Haircare,0.04,6,12
LUM-1890,45,Female,Dubai,108200.0,3971.47,165.48,24,Fragrance,0.15,62,9
LUM-1891,41,Female,Los Angeles,22000.0,590.88,196.96,3,Fragrance,0.57,29,27
LUM-1892,47,Female,Dubai,119600.0,4949.12,224.96,22,Makeup,0.5,30,29
LUM-1893,48,Female,Paris,129100.0,5187.25,247.01,21,Makeup,0.1,8,17
LUM-1894,51,Male,Dubai,91200.0,3909.19,195.46,20,Haircare,0.16,2,34
LUM-1895,43,Male,Dubai,90000.0,3295.1,113.62,29,Skincare,0.15,21,30
LUM-1896,34,Female,Dubai,55800.0,1971.73,82.16,24,Bath & Body,0.19,33,11
LUM-1897,37,Female,Los Angeles,108600.0,3905.11,162.71,24,Makeup,0.18,3,9
LUM-1898,49,Female,London,97200.0,3625.23,164.78,22,Makeup,0.24,105,58
LUM-1899,27,Female,Paris,52700.0,2810.69,122.2,23,Skincare,0.46,137,18
LUM-1900,40,Female,Los Angeles,71300.0,3295.54,99.86,33,Skincare,0.22,27,28
