Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Total_Spending,Average_Order_Value,Max_Single_Spend,Total_Items_Count,Discount_Usage_Rate,Preferred_Category,Days_Since_Last_Purchase,Customer_Lifetime_Days,Monthly_Purchase_Rate
CUST-1472,55,Female,Chicago,49278.22,25,3975.0,159.0,427.0,59,0.068,Bath & Body,1,1091,0.69
CUST-1473,43,Female,Seattle,76086.12,25,4462.0,178.48,427.0,61,0.094,Bath & Body,2,1091,0.69
CUST-1474,39,Female,Seattle,54124.28,22,3240.0,147.27,427.0,50,0.0773,Makeup,1,1092,0.6
CUST-1475,21,Male,Los Angeles,53440.57,27,4082.0,151.19,333.0,63,0.0537,Fragrance,356,738,1.1
CUST-1476,43,Female,Los Angeles,86947.35,22,3298.0,149.91,427.0,53,0.0568,Haircare,357,733,0.9
CUST-1477,22,Female,San Francisco,73590.42,22,3355.0,152.5,330.0,58,0.0932,Fragrance,2,1090,0.61
CUST-1478,62,Non-Binary,San Francisco,100178.01,22,4064.0,184.73,376.0,53,0.0727,Bath & Body,2,1092,0.6
CUST-1479,33,Female,Chicago,72308.38,21,3128.0,148.95,300.0,55,0.069,Bath & Body,1,1090,0.58
CUST-1480,22,Male,Seattle,102909.95,24,3785.0,157.71,322.0,61,0.0854,Fragrance,357,736,0.98
CUST-1481,34,Female,Miami,80790.16,22,3415.0,155.23,324.0,61,0.0659,Bath & Body,2,1092,0.6
CUST-1482,50,Female,New York,90210.59,28,4776.0,170.57,324.0,81,0.0786,Makeup,2,1090,0.77
CUST-1483,45,Female,Dallas,62012.47,22,3597.0,163.5,310.0,55,0.0773,Haircare,1,1092,0.6
CUST-1484,37,Female,Dallas,55027.39,21,2779.0,132.33,321.0,65,0.0738,Makeup,2,1092,0.58
CUST-1485,38,Female,San Francisco,68623.81,23,3579.0,155.61,427.0,55,0.0587,Haircare,1,1093,0.63
CUST-1486,23,Female,Los Angeles,76742.4,18,2223.0,123.5,427.0,42,0.0639,Fragrance,356,737,0.73
CUST-1487,57,Male,Houston,80425.03,17,2668.0,156.94,427.0,44,0.0794,Bath & Body,356,735,0.69
CUST-1488,58,Male,Houston,86985.22,26,3964.0,152.46,427.0,63,0.0654,Makeup,1,1093,0.71
CUST-1489,60,Female,San Francisco,74724.89,18,3226.0,179.22,372.0,46,0.0639,Fragrance,1,1093,0.49
CUST-1490,41,Female,Houston,73711.66,26,4263.0,163.96,427.0,59,0.0635,Fragrance,1,1091,0.71
CUST-1491,41,Male,Chicago,26599.22,22,3600.0,163.64,427.0,55,0.1159,Haircare,1,1090,0.61
CUST-1492,44,Female,Los Angeles,109832.93,24,4311.0,179.62,427.0,67,0.0729,Makeup,1,1092,0.66
CUST-1493,64,Male,Seattle,44775.4,19,3512.0,184.84,358.0,48,0.0711,Bath & Body,2,1089,0.52
CUST-1494,46,Female,Seattle,91500.69,24,4520.0,188.33,427.0,60,0.0542,Fragrance,1,1093,0.66
CUST-1495,53,Non-Binary,Chicago,58115.79,18,2530.0,140.56,290.0,45,0.0806,Fragrance,1,1093,0.49
CUST-1496,23,Female,Los Angeles,46930.79,25,4104.0,164.16,427.0,54,0.082,Bath & Body,2,1092,0.69
CUST-1497,27,Male,Seattle,78636.39,26,4532.0,174.31,427.0,73,0.0731,Bath & Body,1,1093,0.71
CUST-1498,49,Non-Binary,Dallas,46009.67,22,3739.0,169.95,335.0,59,0.0591,Skincare,1,1090,0.61
CUST-1499,57,Female,Seattle,102170.02,22,4026.0,183.0,427.0,56,0.075,Makeup,1,1091,0.6
CUST-1500,57,Female,Seattle,58259.3,18,2710.0,150.56,296.0,47,0.0694,Fragrance,356,737,0.73
CUST-1501,61,Male,Miami,63450.69,22,3112.0,141.45,341.0,58,0.0795,Bath & Body,1,1093,0.6
CUST-1502,49,Male,Dallas,88792.12,26,4047.0,155.65,427.0,70,0.0788,Bath & Body,2,1092,0.71
CUST-1503,21,Male,Miami,56540.06,23,3743.0,162.74,427.0,51,0.0522,Fragrance,2,1092,0.63
CUST-1504,39,Non-Binary,Chicago,63377.65,20,2968.0,148.4,307.0,52,0.07,Haircare,1,1093,0.55
CUST-1505,22,Female,Dallas,101813.25,22,4324.0,196.55,427.0,61,0.0818,Bath & Body,2,1090,0.61
CUST-1506,58,Female,Seattle,66243.01,15,1659.0,110.6,283.0,26,0.1033,Makeup,358,735,0.61
CUST-1507,61,Female,Houston,87141.83,32,4032.0,126.0,427.0,79,0.0562,Makeup,2,1092,0.88
CUST-1508,47,Female,Chicago,87867.35,36,6332.0,175.89,427.0,89,0.0792,Fragrance,1,1092,0.99
CUST-1509,20,Female,Dallas,27804.45,16,2771.0,173.19,337.0,34,0.0938,Makeup,1,1090,0.44
CUST-1510,41,Female,Houston,57362.59,31,5024.0,162.06,412.0,73,0.0694,Bath & Body,2,1092,0.85
CUST-1511,39,Female,Miami,64432.7,23,3967.0,172.48,427.0,56,0.0609,Fragrance,2,1092,0.63
CUST-1512,50,Female,Miami,73470.6,17,2098.0,123.41,427.0,51,0.0618,Haircare,356,734,0.69
CUST-1513,51,Male,Chicago,66668.36,19,3201.0,168.47,427.0,47,0.0553,Bath & Body,1,1092,0.52
CUST-1514,32,Female,Dallas,71821.49,29,4920.0,169.66,427.0,74,0.0621,Makeup,1,1093,0.8
CUST-1515,42,Female,Dallas,66094.44,30,4797.0,159.9,427.0,82,0.055,Makeup,1,1093,0.82
CUST-1516,51,Female,Dallas,69963.23,17,2771.0,163.0,412.0,45,0.0676,Haircare,1,1093,0.47
CUST-1517,45,Male,New York,51372.44,27,3615.0,133.89,261.0,68,0.0704,Bath & Body,2,1092,0.74
CUST-1518,23,Male,Miami,55112.01,21,3134.0,149.24,315.0,56,0.05,Makeup,1,1090,0.58
CUST-1519,53,Female,New York,61222.41,23,3780.0,164.35,427.0,62,0.063,Makeup,1,1091,0.63
CUST-1520,38,Female,Chicago,90365.87,29,4186.0,144.34,403.0,77,0.069,Fragrance,1,1093,0.8
CUST-1521,56,Male,Seattle,73894.16,26,4592.0,176.62,427.0,60,0.0731,Skincare,1,1090,0.72
CUST-1522,42,Non-Binary,San Francisco,93188.77,23,3686.0,160.26,427.0,55,0.0848,Fragrance,356,738,0.93
CUST-1523,53,Female,Los Angeles,70851.14,25,3211.0,128.44,427.0,60,0.056,Bath & Body,1,1093,0.69
CUST-1524,63,Female,Los Angeles,85296.09,29,3691.0,127.28,330.0,77,0.0448,Haircare,1,1093,0.8
CUST-1525,62,Female,New York,80079.01,20,2307.0,115.35,288.0,44,0.0525,Haircare,1,1093,0.55
CUST-1526,51,Female,Chicago,22000.0,22,3632.0,165.09,303.0,49,0.0659,Bath & Body,1,1093,0.6
CUST-1527,50,Female,San Francisco,96130.42,36,6058.0,168.28,427.0,85,0.075,Bath & Body,1,1093,0.99
CUST-1528,20,Female,San Francisco,94060.88,27,4165.0,154.26,427.0,69,0.0556,Fragrance,2,1091,0.74
CUST-1529,35,Male,Miami,93446.88,28,5283.0,188.68,427.0,64,0.0625,Skincare,1,1092,0.77
CUST-1530,63,Female,Houston,61152.55,30,4853.0,161.77,427.0,71,0.0917,Haircare,1,1093,0.82
CUST-1531,46,Female,Chicago,42849.95,19,3920.0,206.32,427.0,48,0.0763,Haircare,1,1092,0.52
CUST-1532,26,Female,Los Angeles,66291.45,26,4071.0,156.58,427.0,64,0.0788,Bath & Body,1,1091,0.71
CUST-1533,24,Female,Miami,60342.6,22,3799.0,172.68,396.0,54,0.0636,Bath & Body,2,1091,0.6
CUST-1534,37,Female,Seattle,70105.34,24,3792.0,158.0,427.0,57,0.0667,Haircare,1,1092,0.66
CUST-1535,37,Male,Dallas,74904.16,23,3946.0,171.57,427.0,60,0.0674,Bath & Body,1,1091,0.63
CUST-1536,61,Female,San Francisco,72408.23,19,2678.0,140.95,427.0,44,0.1053,Haircare,1,1093,0.52
CUST-1537,41,Male,San Francisco,36674.43,19,2386.0,125.58,427.0,50,0.0789,Fragrance,2,1090,0.52
CUST-1538,30,Female,New York,73106.14,13,1761.0,135.46,288.0,31,0.0538,Fragrance,1,1093,0.36
CUST-1539,28,Female,Los Angeles,73747.34,29,4722.0,162.83,427.0,80,0.0707,Haircare,1,1092,0.8
CUST-1540,31,Female,Houston,36111.32,19,3419.0,179.95,427.0,53,0.0868,Haircare,357,736,0.77
CUST-1541,54,Female,Los Angeles,70675.64,30,4717.0,157.23,427.0,74,0.0717,Fragrance,1,1093,0.82
CUST-1542,50,Female,San Francisco,101027.15,27,3983.0,147.52,427.0,65,0.0519,Makeup,1,1091,0.74
CUST-1543,45,Male,Houston,110446.55,17,3045.0,179.12,427.0,46,0.0912,Fragrance,2,1089,0.47
CUST-1544,45,Female,Seattle,85602.28,13,1976.0,152.0,427.0,33,0.0731,Bath & Body,356,736,0.53
CUST-1545,40,Female,New York,92223.13,24,2923.0,121.79,383.0,52,0.0604,Skincare,1,1090,0.66
CUST-1546,36,Female,New York,77220.69,27,4003.0,148.26,387.0,72,0.05,Fragrance,1,1090,0.74
CUST-1547,54,Female,New York,65621.69,20,2078.0,103.9,255.0,53,0.06,Makeup,2,1092,0.55
CUST-1548,61,Female,Miami,49116.91,26,4244.0,163.23,427.0,83,0.0885,Haircare,2,1091,0.71
CUST-1549,44,Female,San Francisco,69525.93,23,3278.0,142.52,317.0,57,0.0783,Fragrance,2,1092,0.63
CUST-1550,64,Female,New York,74586.77,24,2884.0,120.17,332.0,51,0.0583,Fragrance,358,734,0.98
CUST-1551,53,Female,Houston,83300.87,22,3531.0,160.5,358.0,54,0.0955,Skincare,2,1091,0.6
CUST-1552,50,Female,Miami,97335.33,29,5095.0,175.69,427.0,69,0.0569,Haircare,1,1092,0.8
CUST-1553,61,Female,Houston,84777.06,26,4288.0,164.92,337.0,61,0.0481,Fragrance,357,737,1.06
CUST-1554,47,Female,Miami,74678.09,20,2951.0,147.55,427.0,52,0.06,Fragrance,2,1089,0.55
CUST-1555,60,Male,Houston,36027.66,23,3992.0,173.57,427.0,57,0.0739,Fragrance,2,1092,0.63
CUST-1556,51,Female,San Francisco,101392.65,30,4007.0,133.57,336.0,86,0.06,Makeup,1,1091,0.82
CUST-1557,54,Male,Miami,76832.04,22,3118.0,141.73,329.0,61,0.0795,Makeup,1,1092,0.6
CUST-1558,55,Female,Dallas,22992.84,26,3809.0,146.5,427.0,76,0.0577,Makeup,1,1093,0.71
CUST-1559,53,Female,Seattle,90452.37,32,5533.0,172.91,427.0,81,0.0844,Skincare,1,1093,0.88
CUST-1560,50,Female,Houston,53854.06,36,6182.0,171.72,427.0,101,0.0542,Skincare,1,1093,0.99
CUST-1561,36,Female,Seattle,48005.22,24,4100.0,170.83,427.0,55,0.05,Skincare,358,736,0.98
CUST-1562,45,Female,Seattle,61792.42,20,2727.0,136.35,427.0,51,0.0575,Haircare,1,1091,0.55
CUST-1563,19,Female,Houston,54470.13,23,3087.0,134.22,427.0,51,0.0565,Skincare,1,1090,0.63
CUST-1564,20,Male,Dallas,77605.14,23,4362.0,189.65,427.0,65,0.0826,Fragrance,1,1091,0.63
CUST-1565,62,Female,New York,40410.75,29,4801.0,165.55,427.0,82,0.0672,Skincare,1,1093,0.8
CUST-1566,55,Female,Dallas,62625.29,19,2491.0,131.11,427.0,46,0.0605,Skincare,1,1093,0.52
CUST-1567,56,Female,Los Angeles,47379.73,24,3416.0,142.33,287.0,59,0.0667,Bath & Body,1,1091,0.66
CUST-1568,31,Female,Seattle,86303.06,24,3500.0,145.83,427.0,63,0.0812,Haircare,1,1093,0.66
CUST-1569,46,Male,Chicago,61966.75,29,4020.0,138.62,381.0,71,0.0707,Makeup,2,1091,0.8
CUST-1570,27,Female,Los Angeles,62830.65,23,4191.0,182.22,427.0,60,0.0696,Bath & Body,1,1090,0.63
CUST-1571,43,Male,Chicago,50788.59,16,3052.0,190.75,427.0,38,0.0719,Bath & Body,356,737,0.65
CUST-1572,62,Female,New York,72257.9,28,4248.0,151.71,412.0,62,0.0875,Bath & Body,356,737,1.14
CUST-1573,56,Non-Binary,Houston,48075.13,22,2872.0,130.55,412.0,50,0.0432,Fragrance,1,1092,0.6
CUST-1574,22,Male,Los Angeles,48591.48,30,4712.0,157.07,427.0,70,0.0633,Bath & Body,1,1092,0.82
CUST-1575,59,Female,San Francisco,25883.09,25,4528.0,181.12,427.0,60,0.05,Bath & Body,1,1091,0.69
CUST-1576,55,Female,Chicago,80062.62,16,2008.0,125.5,341.0,43,0.0406,Haircare,356,736,0.65
CUST-1577,30,Female,Dallas,22000.0,24,3370.0,140.42,427.0,66,0.0729,Bath & Body,1,1092,0.66
CUST-1578,28,Female,Dallas,75719.55,28,5566.0,198.79,427.0,66,0.05,Fragrance,2,1092,0.77
CUST-1579,62,Female,New York,54276.52,28,4271.0,152.54,427.0,72,0.05,Bath & Body,2,1089,0.77
CUST-1580,30,Female,Dallas,52024.77,23,3479.0,151.26,306.0,64,0.0609,Skincare,1,1092,0.63
CUST-1581,19,Female,Seattle,71869.54,20,3035.0,151.75,427.0,52,0.055,Haircare,1,1093,0.55
CUST-1582,58,Female,Dallas,76887.61,25,5038.0,201.52,427.0,66,0.06,Fragrance,1,1093,0.69
CUST-1583,49,Male,Seattle,91572.16,24,3798.0,158.25,427.0,60,0.0687,Bath & Body,1,1092,0.66
CUST-1584,36,Female,New York,77010.96,23,4251.0,184.83,333.0,64,0.063,Makeup,1,1093,0.63
CUST-1585,51,Female,Chicago,88238.25,23,3212.0,139.65,427.0,62,0.0783,Haircare,2,1092,0.63
CUST-1586,37,Female,Chicago,77043.75,16,2303.0,143.94,300.0,39,0.0719,Haircare,2,1091,0.44
CUST-1587,59,Female,Los Angeles,77655.38,31,4814.0,155.29,427.0,72,0.0452,Skincare,2,1092,0.85
CUST-1588,61,Female,Miami,63327.48,26,4243.0,163.19,349.0,56,0.0596,Fragrance,356,738,1.06
CUST-1589,46,Female,New York,40559.12,26,4192.0,161.23,427.0,67,0.0654,Bath & Body,1,1092,0.71
CUST-1590,64,Non-Binary,New York,27264.7,11,2068.0,188.0,427.0,20,0.0545,Haircare,1,1091,0.3
CUST-1591,26,Female,New York,94345.94,29,4392.0,151.45,329.0,73,0.0724,Haircare,1,1093,0.8
CUST-1592,59,Male,New York,89725.15,23,3129.0,136.04,269.0,62,0.0848,Fragrance,1,1089,0.63
CUST-1593,56,Female,New York,43729.1,22,3172.0,144.18,372.0,53,0.05,Fragrance,359,735,0.9
CUST-1594,23,Female,Los Angeles,87206.48,21,3807.0,181.29,427.0,47,0.0643,Bath & Body,1,1092,0.58
CUST-1595,57,Female,Chicago,66930.68,24,3748.0,156.17,324.0,58,0.0625,Bath & Body,1,1093,0.66
CUST-1596,28,Female,Miami,74646.99,22,2790.0,126.82,317.0,46,0.0659,Makeup,357,737,0.9
CUST-1597,46,Female,Seattle,96587.5,25,3565.0,142.6,333.0,65,0.054,Bath & Body,2,1091,0.69
CUST-1598,21,Non-Binary,Dallas,54332.65,24,3581.0,149.21,326.0,62,0.0687,Bath & Body,1,1092,0.66
CUST-1599,18,Female,Chicago,89148.14,20,3458.0,172.9,358.0,43,0.115,Fragrance,364,730,0.82
CUST-1600,32,Non-Binary,Dallas,89277.98,26,4432.0,170.46,427.0,66,0.0635,Fragrance,1,1089,0.72
CUST-1601,52,Female,New York,40748.78,20,3615.0,180.75,341.0,52,0.0775,Fragrance,2,1092,0.55
CUST-1602,21,Female,Houston,72762.3,16,2814.0,175.88,326.0,41,0.0781,Fragrance,356,738,0.65
CUST-1603,22,Female,Seattle,56501.58,16,2267.0,141.69,365.0,41,0.0781,Skincare,1,1092,0.44
CUST-1604,33,Female,Seattle,52985.26,25,3662.0,146.48,330.0,63,0.098,Makeup,1,1093,0.69
CUST-1605,53,Female,New York,95934.75,25,3767.0,150.68,296.0,63,0.072,Skincare,1,1093,0.69
CUST-1606,37,Male,Los Angeles,48205.23,21,2893.0,137.76,427.0,50,0.0619,Makeup,361,733,0.86
CUST-1607,60,Female,Houston,57991.11,25,4024.0,160.96,427.0,62,0.046,Haircare,1,1093,0.69
CUST-1608,35,Female,Los Angeles,59224.95,18,3063.0,170.17,427.0,40,0.0611,Haircare,1,1090,0.5
CUST-1609,49,Male,Los Angeles,66252.93,21,2671.0,127.19,272.0,43,0.0548,Bath & Body,356,738,0.85
CUST-1610,39,Female,Los Angeles,42353.08,18,3239.0,179.94,427.0,47,0.0472,Skincare,357,737,0.73
CUST-1611,24,Female,San Francisco,39177.19,27,4033.0,149.37,412.0,64,0.0648,Makeup,2,1089,0.74
CUST-1612,39,Female,Chicago,91256.1,23,3914.0,170.17,427.0,43,0.0739,Skincare,1,1089,0.63
CUST-1613,35,Female,Los Angeles,51779.67,24,4005.0,166.88,427.0,64,0.0708,Haircare,356,737,0.98
CUST-1614,27,Female,Miami,24613.59,28,4079.0,145.68,343.0,55,0.0571,Makeup,2,1091,0.77
CUST-1615,58,Female,Houston,71205.02,20,2573.0,128.65,318.0,45,0.0575,Bath & Body,1,1091,0.55
CUST-1616,24,Female,Dallas,47444.45,23,3255.0,141.52,427.0,55,0.0891,Bath & Body,2,1089,0.63
CUST-1617,37,Female,Los Angeles,84068.58,33,5532.0,167.64,427.0,79,0.0788,Bath & Body,1,1093,0.91
CUST-1618,23,Female,Seattle,60357.44,24,3901.0,162.54,341.0,65,0.0625,Haircare,356,734,0.98
CUST-1619,52,Female,New York,94371.89,30,4613.0,153.77,427.0,67,0.065,Fragrance,1,1091,0.82
CUST-1620,44,Male,Houston,84146.41,29,3594.0,123.93,337.0,74,0.0655,Makeup,1,1093,0.8
CUST-1621,41,Female,Seattle,64449.78,17,2736.0,160.94,427.0,49,0.05,Haircare,358,736,0.69
CUST-1622,22,Female,Houston,82108.8,31,4243.0,136.87,372.0,68,0.0645,Fragrance,1,1092,0.85
CUST-1623,25,Female,Dallas,60133.94,30,3544.0,118.13,273.0,76,0.0683,Fragrance,1,1093,0.82
CUST-1624,34,Female,New York,75890.64,20,3085.0,154.25,340.0,51,0.08,Bath & Body,2,1091,0.55
CUST-1625,44,Female,Miami,74729.63,21,3255.0,155.0,333.0,50,0.0714,Skincare,2,1092,0.58
CUST-1626,28,Female,Miami,52440.44,24,3251.0,135.46,340.0,56,0.0708,Makeup,1,1091,0.66
CUST-1627,39,Female,New York,69180.05,32,4986.0,155.81,422.0,76,0.05,Bath & Body,1,1093,0.88
CUST-1628,47,Female,Chicago,54615.54,17,2942.0,173.06,340.0,46,0.0559,Bath & Body,1,1088,0.47
CUST-1629,54,Male,Houston,70069.27,24,4064.0,169.33,427.0,59,0.0562,Haircare,2,1092,0.66
CUST-1630,55,Female,Seattle,58314.21,12,2131.0,177.58,427.0,30,0.1083,Fragrance,1,1091,0.33
CUST-1631,39,Female,New York,58289.8,30,4814.0,160.47,427.0,77,0.075,Skincare,1,1093,0.82
CUST-1632,47,Male,Dallas,53656.52,21,3448.0,164.19,427.0,47,0.0857,Haircare,1,1090,0.58
CUST-1633,20,Female,Houston,22000.0,28,3837.0,137.04,427.0,67,0.0625,Bath & Body,2,1090,0.77
CUST-1634,63,Female,Chicago,66449.44,18,2858.0,158.78,427.0,36,0.0944,Haircare,356,738,0.73
CUST-1635,52,Female,San Francisco,115265.23,10,1064.0,106.4,168.0,27,0.065,Bath & Body,361,730,0.41
CUST-1636,45,Female,Seattle,54967.42,27,4683.0,173.44,427.0,69,0.0519,Bath & Body,1,1093,0.74
CUST-1637,25,Female,Houston,54976.61,26,3817.0,146.81,319.0,71,0.0865,Bath & Body,361,733,1.06
CUST-1638,21,Female,Dallas,71235.05,33,5148.0,156.0,412.0,82,0.0742,Makeup,1,1092,0.91
CUST-1639,27,Female,Miami,56413.68,27,4331.0,160.41,427.0,74,0.0556,Bath & Body,1,1093,0.74
CUST-1640,21,Female,New York,56646.6,16,2880.0,180.0,412.0,43,0.0906,Bath & Body,357,736,0.65
CUST-1641,47,Non-Binary,Chicago,86705.0,18,2641.0,146.72,427.0,48,0.0778,Makeup,361,732,0.74
CUST-1642,58,Non-Binary,San Francisco,50368.02,20,2882.0,144.1,427.0,51,0.08,Makeup,1,1089,0.55
CUST-1643,50,Female,Miami,69686.24,20,3322.0,166.1,427.0,56,0.0475,Makeup,1,1089,0.55
CUST-1644,59,Female,Miami,131584.33,17,2652.0,156.0,427.0,41,0.0559,Haircare,359,735,0.69
CUST-1645,57,Female,Miami,75016.05,25,3672.0,146.88,427.0,63,0.048,Fragrance,1,1093,0.69
CUST-1646,19,Female,San Francisco,57163.65,22,3306.0,150.27,317.0,52,0.0659,Haircare,356,736,0.9
CUST-1647,43,Female,Miami,91971.71,16,2225.0,139.06,288.0,36,0.0625,Bath & Body,356,736,0.65
CUST-1648,26,Female,Seattle,39837.88,30,5079.0,169.3,427.0,70,0.0667,Haircare,2,1091,0.82
CUST-1649,47,Female,Miami,28512.84,22,4145.0,188.41,427.0,49,0.0364,Skincare,1,1092,0.6
CUST-1650,48,Female,San Francisco,74919.66,23,3971.0,172.65,427.0,59,0.0848,Haircare,2,1089,0.63
CUST-1651,61,Female,New York,52901.88,23,3332.0,144.87,427.0,56,0.0478,Fragrance,1,1093,0.63
CUST-1652,45,Female,Chicago,89812.23,24,3861.0,160.88,427.0,70,0.0667,Haircare,2,1091,0.66
CUST-1653,63,Female,Houston,59246.33,20,2963.0,148.15,427.0,44,0.075,Makeup,2,1090,0.55
CUST-1654,51,Female,Los Angeles,96522.48,24,3717.0,154.88,427.0,67,0.0896,Fragrance,1,1089,0.66
CUST-1655,28,Male,Seattle,76334.52,23,2953.0,128.39,286.0,51,0.0761,Fragrance,1,1093,0.63
CUST-1656,26,Female,Seattle,103594.05,31,5017.0,161.84,427.0,81,0.0661,Fragrance,2,1092,0.85
CUST-1657,63,Female,Dallas,50103.02,27,4501.0,166.7,399.0,64,0.0833,Fragrance,1,1093,0.74
CUST-1658,53,Male,San Francisco,52016.43,19,2914.0,153.37,427.0,54,0.0789,Bath & Body,2,1092,0.52
CUST-1659,48,Male,Houston,49080.21,20,3009.0,150.45,376.0,64,0.045,Fragrance,358,732,0.82
CUST-1660,26,Female,Los Angeles,71497.58,31,4913.0,158.48,427.0,76,0.0661,Fragrance,1,1093,0.85
CUST-1661,57,Female,Miami,48223.69,30,4142.0,138.07,358.0,82,0.0817,Makeup,2,1092,0.82
CUST-1662,39,Female,Seattle,74358.63,26,4462.0,171.62,427.0,66,0.0558,Haircare,2,1087,0.72
CUST-1663,37,Female,Houston,54468.42,30,4520.0,150.67,329.0,77,0.0783,Fragrance,1,1093,0.82
CUST-1664,38,Female,Seattle,65049.03,24,3595.0,149.79,304.0,64,0.0604,Makeup,1,1091,0.66
CUST-1665,35,Male,Dallas,61750.32,26,3819.0,146.88,427.0,65,0.0769,Haircare,1,1093,0.71
CUST-1666,57,Female,Los Angeles,52640.88,17,2083.0,122.53,387.0,48,0.0794,Bath & Body,357,734,0.69
CUST-1667,61,Male,Chicago,121840.54,24,3136.0,130.67,369.0,51,0.0542,Bath & Body,1,1090,0.66
CUST-1668,29,Female,Miami,55740.81,19,3778.0,198.84,427.0,53,0.0658,Bath & Body,1,1085,0.53
CUST-1669,50,Female,Houston,85407.13,24,4298.0,179.08,348.0,64,0.0687,Makeup,1,1092,0.66
CUST-1670,35,Male,New York,85466.13,15,2710.0,180.67,304.0,37,0.0767,Fragrance,2,1091,0.41
CUST-1671,58,Female,Miami,45968.79,25,3601.0,144.04,335.0,55,0.052,Bath & Body,2,1089,0.69
CUST-1672,31,Female,Miami,66998.79,25,3900.0,156.0,332.0,54,0.054,Fragrance,1,1092,0.69
CUST-1673,60,Female,San Francisco,33517.37,25,4332.0,173.28,427.0,64,0.064,Haircare,1,1093,0.69
CUST-1674,63,Female,New York,62753.25,20,3629.0,181.45,427.0,45,0.0775,Bath & Body,1,1093,0.55
CUST-1675,49,Female,New York,68182.13,21,3935.0,187.38,427.0,51,0.1,Haircare,1,1090,0.58
CUST-1676,35,Female,Seattle,55761.15,18,2860.0,158.89,427.0,39,0.0639,Makeup,2,1092,0.49
CUST-1677,30,Male,Los Angeles,99445.32,21,4135.0,196.9,427.0,38,0.081,Makeup,1,1088,0.58
CUST-1678,30,Female,Los Angeles,71733.46,22,3528.0,160.36,427.0,59,0.0841,Bath & Body,2,1089,0.61
CUST-1679,53,Male,Los Angeles,83092.57,25,4350.0,174.0,427.0,65,0.07,Haircare,357,736,1.02
CUST-1680,59,Female,Chicago,62461.18,19,3059.0,161.0,372.0,43,0.0474,Bath & Body,1,1092,0.52
CUST-1681,26,Female,Los Angeles,77646.38,14,2322.0,165.86,382.0,34,0.1,Bath & Body,1,1093,0.38
CUST-1682,30,Female,Chicago,78502.5,18,2523.0,140.17,427.0,44,0.0722,Makeup,1,1092,0.49
CUST-1683,29,Female,Miami,22277.37,24,3490.0,145.42,427.0,72,0.075,Skincare,358,736,0.98
CUST-1684,26,Female,Seattle,75721.05,37,5237.0,141.54,427.0,98,0.0689,Makeup,2,1089,1.02
CUST-1685,59,Female,Miami,63901.26,18,2623.0,145.72,400.0,44,0.0972,Fragrance,1,1092,0.49
CUST-1686,38,Female,Houston,60434.52,22,3270.0,148.64,340.0,52,0.0477,Fragrance,1,1092,0.6
CUST-1687,51,Male,Los Angeles,49939.93,23,4442.0,193.13,427.0,58,0.0587,Makeup,2,1092,0.63
CUST-1688,53,Female,Los Angeles,54663.85,24,3570.0,148.75,412.0,70,0.0833,Haircare,1,1090,0.66
CUST-1689,62,Non-Binary,Dallas,34481.22,33,4695.0,142.27,427.0,65,0.0758,Haircare,1,1093,0.91
CUST-1690,22,Female,Los Angeles,73800.37,30,4650.0,155.0,363.0,78,0.0517,Makeup,1,1093,0.82
CUST-1691,36,Female,New York,69058.83,22,2970.0,135.0,346.0,54,0.0636,Skincare,1,1092,0.6
CUST-1692,24,Female,Chicago,35500.57,17,2864.0,168.47,427.0,47,0.0765,Fragrance,1,1092,0.47
CUST-1693,36,Male,Seattle,70304.2,30,4850.0,161.67,427.0,75,0.0817,Makeup,1,1092,0.82
CUST-1694,55,Female,Los Angeles,92269.73,19,3213.0,169.11,427.0,41,0.0263,Skincare,1,1088,0.52
CUST-1695,50,Female,Houston,55774.77,18,2813.0,156.28,322.0,54,0.0806,Makeup,1,1090,0.5
CUST-1696,41,Male,San Francisco,56538.57,20,3669.0,183.45,427.0,60,0.045,Skincare,2,1092,0.55
CUST-1697,48,Female,Miami,67135.55,29,4708.0,162.34,340.0,79,0.0707,Haircare,1,1091,0.8
CUST-1698,62,Female,Dallas,67295.24,26,3349.0,128.81,427.0,60,0.0538,Bath & Body,1,1093,0.71
CUST-1699,46,Non-Binary,San Francisco,66300.9,28,4837.0,172.75,372.0,70,0.0964,Skincare,2,1092,0.77
CUST-1700,54,Female,Seattle,60450.14,22,3291.0,149.59,427.0,57,0.0568,Haircare,1,1091,0.6
CUST-1701,42,Female,Dallas,70909.37,30,4360.0,145.33,337.0,67,0.0667,Bath & Body,1,1090,0.83
CUST-1702,20,Female,Miami,74091.53,29,5836.0,201.24,427.0,67,0.0431,Bath & Body,1,1093,0.8
CUST-1703,42,Female,Chicago,67787.78,23,3929.0,170.83,338.0,43,0.0804,Bath & Body,1,1092,0.63
CUST-1704,29,Male,Dallas,63016.21,24,4140.0,172.5,327.0,67,0.0625,Makeup,356,738,0.98
CUST-1705,51,Female,Houston,93905.64,18,2127.0,118.17,287.0,44,0.0833,Fragrance,1,1088,0.5
CUST-1706,64,Non-Binary,San Francisco,80798.55,15,3072.0,204.8,427.0,30,0.0833,Skincare,2,1092,0.41
CUST-1707,61,Female,Seattle,54679.0,25,4287.0,171.48,391.0,64,0.046,Haircare,2,1091,0.69
CUST-1708,55,Male,Miami,53433.94,22,3022.0,137.36,351.0,51,0.075,Skincare,2,1090,0.61
